nationality,region,age,gender,new_phrase,new_phrase_definition,new_phrase_sentence_example,model_names,model_a_response,model_a_likert,model_b_response,model_b_likert,model_c_response,model_c_likert
Argentina,Cordoba (Argentina),46.0,M,Chomaso,Algo lindo ,Que chonaso está ese pantalon,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Adjetivo:** Que tiene o demuestra gran amabilidad, afecto y generosidad hacia otros con sincera benevolencia.",1.0,"Choma, ganado de cabaña. Notar que la forma correcta en español es «chama», un género de ballenas. La palabra «chomaso» no es correcta; quizás te refieres a «chama» o «tapon».",1.0,"Término coloquial utilizado en Ecuador para describir algo de mala calidad, feo, de poco valor o que resulta decepcionante y desagradable.",1.0
Argentina,Cordoba (Argentina),46.0,M,Chuncano,Persona que vive en traslasierra,Yo soy chuncano de nacimiento ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Maquinaria agrícola autopropulsada de mediana capacidad, diseñada para labrar suelos con rápida acciona mediante motor térmico, cylinderos consecutivos teclados o discos y adaptada al trabajo en pendientes.",1.0,"La chuncano es un tipo tradicional de queso de cabra seco y curado, elaborado con leche fresca maturinga, característico de la gastronomía española.",1.0,"Persona originaria de la provincia de Chanchamayo, en la selva central del Perú, o término utilizado para referirse a algo perteneciente o relativo a dicha región.",1.0
Argentina,Cordoba (Argentina),46.0,M,Carteludo,"Alguien que es vanidoso, ostentoso.","Fulano se compró cadena de oro, es un carteludo.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Arartea donde una persona o torno de viento sostiene grandes paraguas o toldos como símbolo de congestión, protesta o época lluviosa tradicional en ocasiones soleníes locales.",1.0,"Adjetivo que describe a una persona que es ladrón, berrante o que emplea a sus parientes para perpetrar un ilícito.",1.0,"Persona que tiene el cerebro o la cabeza grande, o que se utiliza coloquialmente para describir a alguien de escasa inteligencia, torpe o de pensamiento lento.",1.0
Argentina,Cordoba (Argentina),45.0,M,El ambiente de la mona es de negros.,Es una manera peyorativa para desvalorizar a quienes asisten.,"Fui al baile de la mona, ¡había un ambiente de negro!","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Ambiente festivo que se refiere a las celebraciones nocturnas urbanas relativement a la comunidad afrodescendiente, especialmente en ciudades de República Dominicana, centrado en música, baile y cultura caribeña.** (39 palabras)",1.0,"Es una descripción subjective que afirma que el entorno visual, auditivo o emocional de la ""mona"" se caracteriza predominantemente por los colores o elementos negros.",3.0,"Esta expresión es una frase coloquial y despectiva, cargada de matices racistas, utilizada para describir un entorno o atmósfera que se percibe como perteneciente o caracterizado por personas afrodescendientes.",5.0
Argentina,Cordoba (Argentina),45.0,M,Me quedé crocante de seco,Metáfora visual y sonora para referirse a alguien que está sin un peso en el bolsillo.,"Che, ¿vamos a comer un chori al Parque Sarmiento? No, dejá, me quedé crocante de seco a mitad de mes.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Pertenezco o me siento deteriorado físicamente por **fuerte deshidratación o privación de fluidos**, causando resequedad extrema.",1.0,"Es una expresión idiomática que describe la sensación ósea y fragilidad que causa una piel extremadamente seca, carácterizada por agrietarse y sonar al moverse.",1.0,"Expresión coloquial utilizada para indicar que una persona ha quedado extremadamente seca, deshidratada o con una sensación de aspereza en la boca o garganta debido a la falta de líquidos.",1.0
Argentina,Cordoba (Argentina),45.0,M,alto carteludo,"Persona ostentosa, agrandada o presumida que presume de lo que tiene (o de lo que quiere aparentar tener).","""Mirá el vago ese cómo pasa acelerando el auto nuevo por la plaza del barrio... alto carteludo.""","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Carnoso yauschado, describiendo una parte específico de rostro (ložades maxilares). Comúnmente usado para referirse a un pómulo doloroso y destacado. Sino susceptible a condiciones médicas deteriorar salud oral o estética.",1.0,"Es una sastre femenina con longitud de rodilla o por debajo, caracterizada por un diseño formal, elegante cómodo y generalmente terciopelo.",1.0,"Término coloquial utilizado para describir a una persona de estatura elevada, apariencia imponente o de grandes dimensiones físicas.",2.0
Argentina,Cordoba (Argentina),45.0,M,Gringos de la Colonia,"En Córdoba, ""gringo"" no es el estadounidense. Es el descendiente de inmigrantes italianos o piamonteses que colonizaron las zonas rurales del interior.","Los gringos de Colonia Caroya hacen los mejores salames de la provincia, no hay con qué darle.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Personas nacidas en Estados Unidos que emigraron a México durante el período de los caucheros (siglos XIX-XX).,1.0,"Se refiere a los soldados de las fuerzas coloniales españolas, específicamente de Tercio de Infantería de Marina, procedentes de la región de la Rivièra de Grasse en Francia del sur.",1.0,"Término coloquial utilizado en México para referirse a los descendientes de extranjeros (principalmente estadounidenses) que residen en zonas de alto poder adquisitivo o colonias específicas, manteniendo costumbres y estilos de vida ajenos a la cultura local.",1.0
Argentina,Cordoba (Argentina),40.0,F,Estar al horno,Estar en una situación difícil o complicada,"Si no estudio para el examen, estoy al horno.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Estado en que un alimento se somete a cocción por calor seco en un horno, generalmente hastaolerance y presentar textura dorada.**",1.0,"Estar al horno significa resultarse afectado, perjudicado o beneficiado por el proceso de calentamiento en un horno de cocina.",1.0,"Estar en una situación crítica, desesperada o sin salida, con muy pocas probabilidades de éxito o de resolución favorable.",5.0
Argentina,Cordoba (Argentina),40.0,F,Ponerse las pilas,Empezar a trabajar con responsabilidad y entusiasmo,Me tengo que poner las pilas para estudiar,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Recargar o activar las disposiciones, recursos o energía personal para mejorar el rendimiento, motivación o capacidad de acción.",5.0,"Ponerse las pilas significa recobrar la energía y la motivación necesarias para actuar, mostrarse más motivado y determinado.",5.0,"Es una expresión coloquial que significa recuperar la energía, prestar más atención o esforzarse con mayor intensidad y rapidez para cumplir con una responsabilidad o tarea pendiente.",5.0
Argentina,Córdoba,40.0,F,estar en la luna,estar  distraído,Mi hijo cuando va  a la escuela está en la luna,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Estarkanntenido en una situación de **abandono mental ocasional** o **desconectado**, mostrando poca atención a lo que ocurre a su alrededor.",5.0,"Ubicarse físicamente en la superficie o órbita de nuestro satélite natural, la Luna, que es un astroma terrestre sin atmósfera.",1.0,"Estar distraído, absorto en los propios pensamientos o desconectado de la realidad y de lo que sucede en el entorno inmediato.",5.0
Argentina,Córdoba,40.0,F,Hacerse la rata,Faltar a la escuela,Se hizo la rata y se fue a jugar a los videos juegos,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Fingir ausentarse del trabajo o escuela sin intencionar regresar.,5.0,"Acepta sumisión o quedarse en un lugar incómodo con diversas personas para mimetizarse, coartar la propia responsabilidad o aligerarse de la obligación de pagar un pago. La condición derivada de la consagranza o pertenencia que todos y cada uno de los miembros de un grupo social tienen a sí mismos.",1.0,"Evadir una responsabilidad, obligación o tarea de manera astuta o perezosa para evitar realizar un trabajo o cumplir con un compromiso establecido.",4.0
Argentina,Córdoba,40.0,F,tener mala leche,tener mala intención en un decir,Me contesto con mala leche,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Tener resentimiento, suelto o dañino hacia otros, y actuar con Victorianidad o mala intención.",5.0,"Expressión coloquial que describe sentir ira intensa, frustración o despecho debido a una situación desagradable o a alguien que nos molesta.",1.0,"Tener mal carácter, ser una persona de temperamento difícil, irritable o que actúa con mala intención y malicia hacia los demás.",1.0
Argentina,Cordoba (Argentina),30.0,F,Ta chomaso,Se utiliza para decir que algo esta malo,El televisor ta chomaso,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Fracción no simplificada de **todas** las partes que no pertenecen a un **subconjunto** dado en relación con el conjunto total, expresada como **número entero más resto negativo**. Se aplica solo en casos de distinciones dicotómicas.",1.0,"Sí, estás de muy buen humor, fumando una bufanda.",1.0,"Expresión coloquial utilizada en algunas regiones para indicar que una situación, objeto o persona es de mala calidad, está descuidada, es fea o resulta desagradable.",5.0
Argentina,Cordoba (Argentina),40.0,F,ñoqui,persona que en su trabajo no hace nada,de vuelta me atiende ese ñoqui,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Plato originario de **Alemanya i Baviera** compuesto por **albóndigas fritas** de harina, pan rallado, patata, mantequilla o tocino, formadas con huevo y servidas en salsa típicamente de **ánchovas, ajo y perejil**.",1.0,"Plato tradicional de la cocina madrileña originado en el siglo XV, que consiste en pequeños trozos de pan pasados por azúcar refinado y recubiertos, luego fritos y servidos con merengue castellano.",1.0,"Pasta de consistencia blanda elaborada con trozos de patata cocida y harina de trigo, que se cocina en agua hirviendo y se sirve habitualmente con diversas salsas.",1.0
Argentina,Cordoba (Argentina),40.0,F,cocodrilo que se durmio es cartera,cuando no aprovechas una oportunidad,"avivate, mira que cocodrilo que se duerme es cartera","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Personalón que deja oportunidades para otros potenciales compradores al no puesto a precio justo durante esfuerzo de venta prolongado.,2.0,"No existe ninguna base lingüística o referencia para definir ""cocodrilo que se durmio es cartera"" en lenguas oficiales, ya que no coincide con ningún idción aceptado.",1.0,Refrán popular que advierte que una oportunidad o situación favorable puede perderse o transformarse en algo inútil si no se aprovecha con prontitud y diligencia.,3.0
Argentina,Cordoba (Argentina),40.0,F,se asusta el muerto del degollado,admirarse de la situación de otro cuando está atravesando lo mismo,"me criticas a mi, bue, se asusta el muerto del degollado","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Un muerto no puede asustarse, vivir ni impresionarse ante amenazas posteriores a la muerte. La expresión alerta sobre la imposibilidad de sufrir consecuencias tras haber fallecido.",1.0,Frase que indica que el boxeador Mike Tyson se dificulta o se ve paralizado ante una muerte real.,1.0,Expresión coloquial utilizada para describir una situación de miedo o sorpresa extrema ante algo inesperado o repentino.,1.0
Argentina,Cordoba (Argentina),40.0,F,"pájaro que comio, voló","persona que logra su cometido, y decide marcharse","yo te dije que no se lo dieras, pájaro que comió, voló","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Ave'intencionada, manifestación visible de la creencia popular que condiciona el destino por la observación.",1.0,Animale que consume alimentos y luego se desplaza volando mediante el uso de sus alas en el aire.,1.0,"Expresión que describe a una persona que, tras haber obtenido un beneficio o aprovechado una situación, se retira de inmediato sin ofrecer nada a cambio o sin asumir compromisos.",5.0
Argentina,Cordoba (Argentina),40.0,F,"agua que no has de beber, dejala correr",no acaparar por el solo hecho de tener,"dejalo ir a ese muchacho, agua que no has de beber, dejala correr","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Liquido sin aprovechar o desperdiciar por no necesitarse en el momento; su consumo se demora o evita.,1.0,"Frase que aconseja ignorar problemas o oportunidades pasajeras que no pertencen a uno, sintiendo que corren por la vida y debería vivir esas cosas en su lugar.",2.0,"Refrán que aconseja no interferir en asuntos ajenos o no involucrarse en situaciones que no nos incumben o que no nos benefician, dejando que los problemas de otros sigan su curso natural.",2.0
Argentina,Cordoba (Argentina),40.0,F,"al que madruga, Dios lo ayuda",saber aprovechar el dia,"a levantarse, recuerden que al que madruga, Dios lo ayuda","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Dicho que afirma que quien actúa temprano suele tener ventaja y oportunidades beneficiosas ante problemas o obstáculos.,4.0,"Ahorro todos los problemas y obtengo resultados cuando actúo tempranamente, pues el esfuerzo enviado temprano atrae la bendición divina.",4.0,"Refrán que indica que realizar las tareas con antelación y dedicación, o esforzarse desde temprano, favorece el éxito y la obtención de buenos resultados en cualquier actividad.",5.0
Argentina,Cordoba (Argentina),40.0,F,se juntaron el hambre y las ganas de comer,personas que a simple vista estan destinadas a ser,"mira quiénes son, se juntaron el hambre y las ganas de comer","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Combinación de una necesidad básica insatisfecha —como la del alimento— con deseos o apetito intenso por consumirlo, generando urgencia inminente.",1.0,"Es la unión del hambre fisiológica con una fuerte energía motivadora para alimentarse, generando un deseo intenso de comer.",1.0,"Expresión coloquial utilizada para describir una situación en la que coinciden dos necesidades, deseos o problemas de forma simultánea, intensificando la urgencia o la complejidad de la situación.",2.0
